hsid,hsname,hslocation,cityname,regionname,regionid,nickname,color1,color2,color3
2901,Grace King,"Metairie,LA",Metairie,Louisiana,LA,Fighting Irish,Green,Gold,
2902,Gracemont,"Gracemont,OK",Gracemont,Oklahoma,OK,Lions,,,
2903,Havre de Grace,"Havre de Grace,MD",Havre de Grace,Maryland,MD,Warriors,Maroon,gray,
2904,Ketchum,"Ketchum,OK",Ketchum,Oklahoma,OK,warriors,blue,white,
2905,Montbello,"Denver,CO",Denver,Colorado,CO,Warriors,black,silver,white
2906,McAdory,"McCalla,AL",McCalla,Alabama,AL,Yellow Jackets,black,gold,
2907,Federal Hocking,"Coolville,OH",Coolville,Ohio,OH,Lancers,,,
2908,Lawrence County,"Moulton,AL",Moulton,Alabama,AL,Red Devils,red,white,
2909,Woodrow Wilson,"San Francisco,CA",San Francisco,California,CA,Warriors,green,gold,
2910,Pocatello,"Pocatello,ID",Pocatello,Idaho,ID,Indians,,,
2911,Lane Tech,"Chicago,IL",Chicago,Illinois,IL,Indians,21421E,Yellow,
2912,Lane,"Charlottesville,VA",Charlottesville,Virginia,VA,Black Knights,orange,black,
2913,Port Hope,"Port Hope,ON",Port Hope,Ontario,ON,Spartans,blue,white,
2914,Churchill,"San Antonio,TX",San Antonio,Texas,TX,Chargers,Red,White,Black
2915,Churchill,"Livonia,MI",Livonia,Michigan,MI,Chargers,maroon,white,
2916,Sir Winston Churchill,"Calgary,AB",Calgary,Alberta,AB,Bulldogs,red,white,blue
2917,Sir Winston Churchill,"Thunder Bay,ON",Thunder Bay,Ontario,ON,Trojans,maroon,gray,white
2919,Carlos Escobar Lopez,"Loiza,PR",Loiza,Puerto Rico,PR,-,-,-,
2921,Ponderosa,"Shingle Springs,CA",Shingle Springs,California,CA,Bruins,01796F,gray,
2922,Ponderosa,"Parker,CO",Parker,Colorado,CO,Mustangs,darkred,gold,
2923,Queensbury,"Queensbury,NY",Queensbury,New York,NY,Spartans,blue,gold,white
2924,Marian Catholic,"Chicago Heights,IL",Chicago Heights,Illinois,IL,Spartans,black,white,yellow
2925,Purcell Marian,"Cincinnati,OH",Cincinnati,Ohio,OH,Cavaliers,Crimson,Blue,Gold
2926,Marian Catholic,"San Diego,CA",San Diego,California,CA,Crusaders,,,
2927,Burkburnett,"Burkburnett,TX",Burkburnett,Texas,TX,Bulldogs,,,
2928,Blaine,"Blaine,MN",Blaine,Minnesota,MN,Bengals,,,
2929,J.W. Nixon,"Laredo,TX",Laredo,Texas,TX,Mustangs,green,gold,
2930,Hampton,"Hampton,VA",Hampton,Virginia,VA,Crabbers,,,
2931,Herkimer,"Herkimer,NY",Herkimer,New York,NY,Magicians,green,white,
2932,Carmel,"Carmel,CA",Carmel,California,CA,Padres,,,
2933,Carmel,"Carmel,IN",Carmel,Indiana,IN,Greyhounds,blue,gold,
2934,St. Joseph,"West Chester,PA",West Chester,Pennsylvania,PA,-,-,-,
2935,Bishop Walsh,"Cumberland,MD",Cumberland,Maryland,MD,Mustangs,,,
2936,Walsh Jesuit,"Cuyahoga Falls,OH",Cuyahoga Falls,Ohio,OH,Warriors,Maroon,Gold,
2937,Hobbs,"Hobbs,NM",Hobbs,New Mexico,NM,Eagles,black,gold,
2938,Cardinal,"Middlefield,OH",Middlefield,Ohio,OH,Huskies,red,black,
2939,Cardinal Mooney,"Youngstown,OH",Youngstown,Ohio,OH,Cardinals,Red,Gold,
2940,Mill Valley,"Shawnee,KS",Shawnee,Kansas,KS,Jaguars,blue,silver,
2941,Hillcrest,"Country Club Hills,IL",Country Club Hills,Illinois,IL,Hawks,Columbia Blu,Navy,White
2942,Ketcham,"Wappingers Falls,NY",Wappingers Falls,New York,NY,Indians,,,
2943,Evangel Christian Academy,"Shreveport,LA",Shreveport,Louisiana,LA,Eagles,red,white,blue
2944,Alexis I. duPont,"Greenville,DE",Greenville,Delaware,DE,Tigers,royalblue,gold,
2945,A.L. Brown,"Kannapolis,NC",Kannapolis,North Carolina,NC,Wonders,green,blue,
2946,A.L. Fortune,"Enderby,BC",Enderby,British Columbia,BC,-,8000,0000FF,FFFFFF
2948,Abilene,"Abilene,KS",Abilene,Kansas,KS,Cowboys,502212,E37418,
2949,Abilene,"Abilene,TX",Abilene,Texas,TX,Eagles,Black,Gold,
2951,Abingdon,"Abingdon,VA",Abingdon,Virginia,VA,Falcons,Navy,White,
2952,Abraham Lincoln,"Council Bluffs,IA",Council Bluffs,Iowa,IA,Lynx,-,-,
2953,Marion Abramson,"New Orleans,LA",New Orleans,Louisiana,LA,-,-,-,
2954,Cincinnati Academy of Physical Education,"Cincinnati,OH",Cincinnati,Ohio,OH,-,-,-,
2955,Acalanes,"Lafayette,CA",Lafayette,California,CA,Dons,Blue,White,
2956,Acton-Boxboro Regional,"Acton,MA",Acton,Massachusetts,MA,Colonials,Blue,Gold,
2957,Ada,"Ada,OH",Ada,Ohio,OH,Bulldogs,Purple,Gold,
2958,Ada,"Ada,OK",Ada,Oklahoma,OK,Cougars,maroon,white,
2959,Adair,"Adair,OK",Adair,Oklahoma,OK,Warriors,green,yellow,
2960,Adairsville,"Adairsville,GA",Adairsville,Georgia,GA,Tigers,3300,White,
2961,Rochester Adams,"Rochester Hills,MI",Rochester Hills,Michigan,MI,Highlanders,brown,gold,
2962,Adams-Friendship,"Friendship,WI",Friendship,Wisconsin,WI,Green Devils,green,white,
2964,Adirondack Central,"Boonville,NY",Boonville,New York,NY,-,green,white,
2966,Lorain Admiral King,"Lorain,OH",Lorain,Ohio,OH,Admirals,navy,gold,
2967,Adrian,"Adrian,MI",Adrian,Michigan,MI,Maple Leafs,Blue,White,
2968,Advance,"Advance,MO",Advance,Missouri,MO,Hornets,black,orange,
2969,Affton,"St. Louis,MO",St. Louis,Missouri,MO,Cougars,purple,gold,
2970,Agawam,"Agawam,MA",Agawam,Massachusetts,MA,Brownies,tan,orange,
2971,Agoura,"Agoura Hills,CA",Agoura Hills,California,CA,Chargers,Blue,Gold,
2972,Agua Fria,"Avondale,AZ",Avondale,Arizona,AZ,Owls,Red,Grey,
2973,Harry Ainlay Composite,"Edmonton,AB",Edmonton,Alberta,AB,Titans,royalblue,white,
2974,Airport,"Carleton,MI",Carleton,Michigan,MI,Jets,navy,gold,
2975,Airport,"West Columbia,SC",West Columbia,South Carolina,SC,Eagles,blue,silver,
2976,Ajo,"Ajo,AZ",Ajo,Arizona,AZ,Red Raiders,red,white,
2977,Akron East,"Akron,OH",Akron,Ohio,OH,Orientals,scarlet,gray,
2978,Alabama Christian Academy,"Montgomery,AL",Montgomery,Alabama,AL,Eagles,maroon,white,
2979,Alameda,"Alameda,CA",Alameda,California,CA,Hornets,Gold,White,Black
2980,Alameda,"Lakewood,CO",Lakewood,Colorado,CO,Pirates,blue,white,
2982,Alan B. Shepard,"Palos Heights,IL",Palos Heights,Illinois,IL,Astros,orange,black,
2983,Alba,"Bayou La Batre,AL",Bayou La Batre,Alabama,AL,-,-,-,
2984,Albany Academy,"Albany,NY",Albany,New York,NY,Cadets,red,black,
2985,Albemarle,"Charlottesville,VA",Charlottesville,Virginia,VA,Patriots,Red,Blue,
2986,Albert Einstein,"Kensington,MD",Kensington,Maryland,MD,Titans,Red,9BDDFF,
2987,Gallatin,"Masontown,PA",Masontown,Pennsylvania,PA,Colonials,,,
2988,Albertville,"Albertville,AL",Albertville,Alabama,AL,Aggies,red,black,
2989,Albion Central,"Albion,NY",Albion,New York,NY,Purple Eagles,purple,white,
2990,Alcorn Central,"Corinth,MS",Corinth,Mississippi,MS,Golden Bears,purple,gold,
2991,Aldershot,"Burlington,ON",Burlington,Ontario,ON,Lions,Green,Gold,
2992,Aledo,"Aledo,TX",Aledo,Texas,TX,Bearcats,Orange,Black,
2993,Alexandria,"Alexandria,MN",Alexandria,Minnesota,MN,-,-,-,
2994,Smith,"Bronx,NY",Bronx,New York,NY,Warriors,-,-,
2995,Alfred-Almond,"Almond,NY",Almond,New York,NY,Eagles,blue,gold,
2996,Algonac,"Algonac,MI",Algonac,Michigan,MI,Muskrats,blue,gold,
2997,Alice,"Alice,TX",Alice,Texas,TX,Coyotes,CC5500,White,
2999,Alief Hastings,"Houston,TX",Houston,Texas,TX,Bears,black,gold,
3000,Alisal,"Salinas,CA",Salinas,California,CA,Trojans,Green,Black,
3001,All Saints Academy,"Winter Haven,FL",Winter Haven,Florida,FL,Saints,red,blue,white
3002,All Saints Central,"Bay City,MI",Bay City,Michigan,MI,Cougars,Navy,9BDDFF,White
3003,Allegany,"Cumberland,MD",Cumberland,Maryland,MD,Campers,blue,white,
3004,Alleman,"Rock Island,IL",Rock Island,Illinois,IL,Pioneers,green,white,
3005,Allen,"Allen,TX",Allen,Texas,TX,Bald Eagles,Blue,White,Red
3006,Allen Carver,"Cincinnati,OH",Cincinnati,Ohio,OH,-,-,-,
3007,Allen Park,"Allen Park,MI",Allen Park,Michigan,MI,Jaguars,green,white,
3008,Allentown,"Allentown,NJ",Allentown,New Jersey,NJ,Redbirds,black,red,
3009,Allentown Central Catholic,"Allentown,PA",Allentown,Pennsylvania,PA,Vikings,green,gold,
3010,Alliance,"Alliance,OH",Alliance,Ohio,OH,Aviators,red,columbiablue,
3011,Alma,"Alma,MI",Alma,Michigan,MI,Panthers,Orange,Black,
3012,Aloha,"Aloha,OR",Aloha,Oregon,OR,Warriors,Blue,Green,Gold
3013,Alpaugh,"Alpaugh,CA",Alpaugh,California,CA,Buffaloes,blue,gold,
3014,Alpena,"Alpena,MI",Alpena,Michigan,MI,Wildcats,Green,white,
3015,Alpine,"Alpine,TX",Alpine,Texas,TX,Bucks,purple,gold,
3016,Alta Loma,"Alta Loma,CA",Alta Loma,California,CA,Braves,2366,White,
3017,Altamont,"Altamont,IL",Altamont,Illinois,IL,Indians,orange,black,
3018,Altavista Combined School,"Altavista,VA",Altavista,Virginia,VA,Colonels,orange,black,
3019,Archbishop Alter,"Dayton,OH",Dayton,Ohio,OH,Knights,Brown,Gold,
3020,Althoff Catholic,"Belleville,IL",Belleville,Illinois,IL,Crusaders,navy,gold,
3021,Alto,"Alto,TX",Alto,Texas,TX,Yellowjackets,black,gold,
3022,Altoona,"Altoona,WI",Altoona,Wisconsin,WI,Railroaders,red,gray,
3024,Alvarado,"Alvarado,TX",Alvarado,Texas,TX,Indians,purple,gold,white
3025,Alvirne,"Hudson,NH",Hudson,New Hampshire,NH,Broncos,maroon,gold,
3026,Amador Valley,"Pleasanton,CA",Pleasanton,California,CA,Dons,purple,gold,
3027,Amarillo,"Amarillo,TX",Amarillo,Texas,TX,Sandies,black,gold,
3028,Ambridge Area,"Ambridge,PA",Ambridge,Pennsylvania,PA,Bridgers,red,gray,
3029,Amelia,"Amelia,OH",Amelia,Ohio,OH,Barons,royalblue,white,
3030,American,"Fremont,CA",Fremont,California,CA,Eagles,red,white,blue
3031,American Heritage,"Delray Beach,FL",Delray Beach,Florida,FL,Stallions,navy,silver,
3032,American Heritage,"Plantation,FL",Plantation,Florida,FL,Patriots,black,gold,
3034,Americus-Sumter,"Americus,GA",Americus,Georgia,GA,Panthers,blue,white,
3035,Ames,"Ames,IA",Ames,Iowa,IA,Cyclones,orange,black,
3036,Amesbury,"Amesbury,MA",Amesbury,Massachusetts,MA,Indians,red,white,
3037,Amherst Central,"Orange,OH",Orange,Ohio,OH,Tigers,orange,black,
3038,Amherst County,"Amherst,VA",Amherst,Virginia,VA,Lancers,maroon,gray,
3039,Amherst Regional,"Amherst,MA",Amherst,Massachusetts,MA,Hurricanes,maroon,white,
3041,Amityville Memorial,"Amityville,NY",Amityville,New York,NY,Warriors,red,gray,
3042,Amory,"Amory,MS",Amory,Mississippi,MS,Panthers,black,oldgold,
3043,Amsterdam,"Amsterdam,NY",Amsterdam,New York,NY,Rams,Purple,Yellow,
3044,Anacortes,"Anacortes,WA",Anacortes,Washington,WA,Seahawks,purple,white,
3045,Anadarko,"Anadarko,OK",Anadarko,Oklahoma,OK,Warriors,purple,gold,
3046,Analy,"Sebastopol,CA",Sebastopol,California,CA,Tigers,191970,white,
3047,Anchor Bay,"Fair Haven,MI",Fair Haven,Michigan,MI,Tars,red,white,
3048,Andrean,"Merrillville,IN",Merrillville,Indiana,IN,Fighting 59ers,red,white,
3049,Andress,"El Paso,TX",El Paso,Texas,TX,Eagles,maroon,gold,
3050,Andrews,"High Point,NC",High Point,North Carolina,NC,Red Raiders,red,white,
3051,Andrew Hill,"San Jose,CA",San Jose,California,CA,Falcons,gold,black,white
3052,Andrew Lewis,"Salem,VA",Salem,Virginia,VA,-,-,-,
3053,Angleton,"Angleton,TX",Angleton,Texas,TX,Wildcats,purple,white,
3054,Angola,"Angola,IN",Angola,Indiana,IN,Hornets,purple,gold,
3055,Annandale,"Tilsonburg,ON",Tilsonburg,Ontario,ON,-,-,-,
3056,Annapolis,"Annapolis,MD",Annapolis,Maryland,MD,Panthers,maroon,blue,
3057,Anniston,"Anniston,AL",Anniston,Alabama,AL,Bulldogs,cardinal,white,black
3058,Antigo,"Antigo,WI",Antigo,Wisconsin,WI,Red Robins,red,white,
3059,Antonian Prep,"San Antonio,TX",San Antonio,Texas,TX,Apaches,red,columbiablue,
3060,Apache,"Apache,OK",Apache,Oklahoma,OK,Warriors,black,orange,
3061,Apache Junction,"Apache Junction,AZ",Apache Junction,Arizona,AZ,Prospectors,Black,Gold,
3062,Apex,"Apex,NC",Apex,North Carolina,NC,Cougars,green,C5B358,
3063,Apollo,"Glendale,AZ",Glendale,Arizona,AZ,Hawks,blue,C5B358,
3064,Apollo,"Owensboro,KY",Owensboro,Kentucky,KY,Eagles,blue,white,red
3065,Apple Valley,"Apple Valley,CA",Apple Valley,California,CA,Sun Devils,orange,white,black
3066,Apple Valley,"Apple Valley,MN",Apple Valley,Minnesota,MN,Eagles,brown,gold,white
3067,Appleton,"Appleton,WI",Appleton,Wisconsin,WI,-,-,-,
3068,Appleton West,"Appleton,WI",Appleton,Wisconsin,WI,Terrors,Blue,orange,
3069,Appling,"Macon,GA",Macon,Georgia,GA,-,-,-,
3070,Appomattox County,"Appomattox,VA",Appomattox,Virginia,VA,Raiders,blue,gray,red
3071,Aptos,"Aptos,CA",Aptos,California,CA,Mariners,blue,white,
3072,Aquinas,"La Crosse,WI",La Crosse,Wisconsin,WI,Blugolds,Blue,Gold,
3073,Aquinas,"San Bernardino,CA",San Bernardino,California,CA,Falcons,navy,white,
3074,Aquinas,"Southgate,MI",Southgate,Michigan,MI,-,-,-,
3075,Aquinas-Mercy,"St. Louis,MO",St. Louis,Missouri,MO,-,-,-,
3076,Arab,"Arab,AL",Arab,Alabama,AL,Knights,royalblue,white,
3077,Aragon,"San Mateo,CA",San Mateo,California,CA,Dons,9C0606,white,
3078,Aransas Pass,"Aransas Pass,TX",Aransas Pass,Texas,TX,Panthers,purple,gold,
3079,Arcadia,"Arcadia,OH",Arcadia,Ohio,OH,Redskins,red,white,
3080,Arcata,"Arcata,CA",Arcata,California,CA,Tigers,orange,black,
3081,Archbishop Carroll,"Miami,FL",Miami,Florida,FL,Bulldogs,blue,white,
3082,Archbishop Carroll,"Radnor,PA",Radnor,Pennsylvania,PA,Patriots,Red,White,
3083,Archbishop Carroll,"Washington,DC",Washington,District of Columbia,DC,Lions,green,gold,
3085,Archbishop Mitty,"San Jose,CA",San Jose,California,CA,Monarchs,black,gold,white
3086,Archbishop Molloy,"Jamaica,NY",Jamaica,New York,NY,Stanners,Blue,white,
3087,Archbishop O'Hara,"Kansas City,MO",Kansas City,Missouri,MO,Celtics,green,gold,
3088,Archbishop Ryan Memorial,"Omaha,NE",Omaha,Nebraska,NE,Knights,-,-,
3089,Archbishop Ryan,"Philadelphia,PA",Philadelphia,Pennsylvania,PA,Indian Raiders,red,black,
3090,Archbishop Shaw,"Marrero,LA",Marrero,Louisiana,LA,Eagles,green,white,
3091,Archbishop Stepinac,"White Plains,NY",White Plains,New York,NY,Crusaders,blue,white,
3092,Archbold,"Archbold,OH",Archbold,Ohio,OH,Blue Streaks,Darkblue,Yellow,
3093,Ardmore,"Ardmore,OK",Ardmore,Oklahoma,OK,Tigers,navy,white,
3094,Argenta-Oreana,"Argenta,IL",Argenta,Illinois,IL,Bombers,orange,royalblue,
3095,Argyle,"North Vancouver,BC",North Vancouver,British Columbia,BC,Pipers,228B22,Gold,
3096,Arkport Central,"Arkport,NY",Arkport,New York,NY,Bluejays,blue,white,
3097,Arlington Memorial,"Arlington,VT",Arlington,Vermont,VT,Eagles,maroon,white,
3098,Armstrong,"Armstrong,IL",Armstrong,Illinois,IL,Trojans,purple,gold,
3100,Arnold,"Panama City Beach,FL",Panama City Beach,Florida,FL,Marlins,Blue,White,
3101,Arnprior District,"Arnprior,ON",Arnprior,Ontario,ON,Redmen,red,white,
3103,Arrowhead Union,"Hartland,WI",Hartland,Wisconsin,WI,Warhawks,columbiablue,scarlet,white
3104,Arthur Hill,"Saginaw,MI",Saginaw,Michigan,MI,LumberJacks,blue,gold,
3105,Arundel,"Gambrills,MD",Gambrills,Maryland,MD,Wildcats,Green,White,
3106,Arvada,"Arvada,CO",Arvada,Colorado,CO,Reds,Red,White,
3107,Ashbrook,"Gastonia,NC",Gastonia,North Carolina,NC,Green Wave,green,white,
3108,Ashdown,"Ashdown,AR",Ashdown,Arkansas,AR,Panthers,purple,gold,
3109,Ashe County,"West Jefferson,NC",West Jefferson,North Carolina,NC,Huskies,purple,white,black
3110,Asheboro,"Asheboro,NC",Asheboro,North Carolina,NC,Blue Comets,RoyalBlue,White,
3111,Asher,"Asher,OK",Asher,Oklahoma,OK,Indians,blue,white,
3112,Ashford,"Ashford,AL",Ashford,Alabama,AL,Yellowjackets,black,gold,
3113,Ashland,"Ashland,OH",Ashland,Ohio,OH,Arrows,black,orange,
3114,Ashland,"Ashland,OR",Ashland,Oregon,OR,Grizzlies,red,white,
3115,Ashtabula,"Ashtabula,OH",Ashtabula,Ohio,OH,-,-,-,
3116,Ashwaubenon,"Green Bay,WI",Green Bay,Wisconsin,WI,Jaguars,green,gold,
3117,Assiniboia Composite,"Assiniboia,SK",Assiniboia,Saskatchewan,SK,Rockets,black,red,
3118,Astoria,"Astoria,OR",Astoria,Oregon,OR,Fishermen,Purple,gold,
3119,Atascadero,"Atascadero,CA",Atascadero,California,CA,Greyhounds,orange,gray,
3120,Greece Athena,"Rochester,NY",Rochester,New York,NY,Trojans,black,gold,
3121,Athens,"Athens,MI",Athens,Michigan,MI,Indians,purple,white,
3122,Athens,"The Plains,OH",The Plains,Ohio,OH,Bulldogs,green,gold,
3123,Athens Area,"Athens,PA",Athens,Pennsylvania,PA,Wildcats,black,silver,
3124,Athens Drive,"Raleigh,NC",Raleigh,North Carolina,NC,Jaguars,orange,blue,
3125,Atherton,"Louisville,KY",Louisville,Kentucky,KY,Rebels,maroon,gold,
3127,Atholton,"Columbia,MD",Columbia,Maryland,MD,Raiders,green,white,
3128,Atlanta,"Atlanta,TX",Atlanta,Texas,TX,Rabbits,maroon,white,
3130,Atlantic City,"Atlantic City,NJ",Atlantic City,New Jersey,NJ,Vikings,blue,white,
3131,Atoka,"Atoka,OK",Atoka,Oklahoma,OK,Wampus Cats,vegas gold,white,
3132,Attleboro,"Attleboro,MA",Attleboro,Massachusetts,MA,Bombardiers,blue,white,
3133,Atwater,"Atwater,CA",Atwater,California,CA,Falcons,#0808BA,black,white
3134,Atwater,"Atwater,MN",Atwater,Minnesota,MN,-,-,-,
3136,Auburn,"Auburn,AL",Auburn,Alabama,AL,Tigers,#000090,black,white
3137,Auburn,"Auburn,MA",Auburn,Massachusetts,MA,Rockets,blue,gray,
3138,Auburn,"Auburn,NY",Auburn,New York,NY,Maroons,maroon,white,
3139,Auburn,"Rockford,IL",Rockford,Illinois,IL,Knights,red,black,
3140,Auburn Drive,"Cole Harbour,NS",Cole Harbour,Nova Scotia,NS,Eagles,black,#008080,white
3141,Auburn Riverside,"Auburn,WA",Auburn,Washington,WA,Ravens,#008080,blue,silver
3142,Aucilla Christian,"Monticello,FL",Monticello,Florida,FL,Warriors,blue,gold,
3144,Aulander,"Ahoskie,NC",Ahoskie,North Carolina,NC,-,-,-,
3146,Aurora,"Aurora,NC",Aurora,North Carolina,NC,Trojans,-,,
3147,Aurora,"Aurora,NE",Aurora,Nebraska,NE,Huskies,red,white,
3148,Aurora Central,"Aurora,CO",Aurora,Colorado,CO,Trojans,green,white,
3149,Aurora Central Catholic,"Aurora,IL",Aurora,Illinois,IL,Chargers,blue,gold,
3150,West Aurora,"Aurora,IL",Aurora,Illinois,IL,Blackhawks,red,blue,
3151,Austin,"Austin,MN",Austin,Minnesota,MN,Packers,scarlet,white,
3152,Austin,"Decatur,AL",Decatur,Alabama,AL,Black Bears,orange,black,
3153,Austin Area,"Austin,PA",Austin,Pennsylvania,PA,Panthers,red,black,
3154,Austin Catholic Prep,"Detroit,MI",Detroit,Michigan,MI,-,-,-,
3155,Austin-East,"Knoxville,TN",Knoxville,Tennessee,TN,RoadRunners,blue,red,
3157,Aviation,"Redondo Beach,CA",Redondo Beach,California,CA,Falcons,black,orange,
3158,Aviation Tech,"New York,NY",New York,New York,NY,-,-,-,
3159,Avon,"Avon,IN",Avon,Indiana,IN,Orioles,Black,Yellow,
3160,Avon Lake,"Avon Lake,OH",Avon Lake,Ohio,OH,Shoremen,maroon,gold,
3161,Avon Old Farms Prep School.,"Avon Old Farms,CT",Avon Old Farms,Connecticut,CT,Beavers,Maroon,navy,
3162,Avonworth,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,Antelopes,red,white,
3164,Ayala,"Chino Hills,CA",Chino Hills,California,CA,Bulldogs,red,black,silver
3166,Ayden-Grifton,"Ayden,NC",Ayden,North Carolina,NC,Chargers,gold,green,
3167,Azle,"Azle,TX",Azle,Texas,TX,Hornets,green,white,
3168,Azusa,"Azusa,CA",Azusa,California,CA,Aztecs,blue,white,black
3169,Ben C. Rain,"Mobile,AL",Mobile,Alabama,AL,Red Raiders,red,gray,
3170,Bacon Academy,"Colchester,CT",Colchester,Connecticut,CT,Bobcats,#FFC000,#404000,
3172,Badger,"Lake Geneva,WI",Lake Geneva,Wisconsin,WI,Badgers,black,#990000,
3173,Badin,"Hamilton,OH",Hamilton,Ohio,OH,Rams,green,white,
3174,Bagdad,"Bagdad,AZ",Bagdad,Arizona,AZ,Sultans,royalblue,gray,white
3175,Bainbridge,"Bainbridge,GA",Bainbridge,Georgia,GA,Bearcats,purple,gold,
3176,Bainbridge,"Bainbridge Island,WA",Bainbridge Island,Washington,WA,Spartans,Blue,Gold,
3177,Baker,"Baker,LA",Baker,Louisiana,LA,Buffaloes,,,
3178,Baker,"Mobile,AL",Mobile,Alabama,AL,Hornets,,,
3179,Bald Eagle Area,"Wingate,PA",Wingate,Pennsylvania,PA,-,-,-,
3181,Baldwin,"Baldwin,FL",Baldwin,Florida,FL,Indians,,,
3182,H.P. Baldwin,"Wailuki,HI",Wailuki,Hawaii,HI,Bears,#306ABF,maroon,
3183,Baldwin,"Milledgeville,GA",Milledgeville,Georgia,GA,Braves,,,
3184,Baldwin County,"Bay Minette,AL",Bay Minette,Alabama,AL,Tigers,orange,black,
3185,Ballinger,"Ballinger,TX",Ballinger,Texas,TX,Bearcats,red,black,
3186,Balyki,"Bath,IL",Bath,Illinois,IL,Thunderbirds,blue,white,
3188,Bamberg Ehrhardt,"Bamberg,SC",Bamberg,South Carolina,SC,Red Raiders,black,red,
3189,Bandys School,"Catawba,NC",Catawba,North Carolina,NC,Trojans,green,vegas gold,
3190,Bangor,"Bangor,ME",Bangor,Maine,ME,Rams,red,white,
3191,Bangor,"Bangor,PA",Bangor,Pennsylvania,PA,Slaters,maroon,white,
3192,Bangor,"Bangor,WI",Bangor,Wisconsin,WI,Cardinals,red,black,
3193,Banks,"Birmingham,AL",Birmingham,Alabama,AL,Sabres,columbiablue,scarlet,
3194,Barbers Hill,"Mount Belvieu,TX",Mount Belvieu,Texas,TX,Eagles,,,
3196,Barberton,"Barberton,OH",Barberton,Ohio,OH,Magics,purple,white,
3197,Barboursville,"Huntington,WV",Huntington,West Virginia,WV,-,-,-,
3198,Barnstable,"Hyannis,MA",Hyannis,Massachusetts,MA,Red Raiders,red,white,
3199,Barren County,"Glasgow,KY",Glasgow,Kentucky,KY,Trojans,maroon,gold,
3200,Barringer,"Newark,NJ",Newark,New Jersey,NJ,Blue Bears,blue,white,
3201,Barstow,"Barstow,CA",Barstow,California,CA,Aztecs,cardinal,gold,
3202,Bartlesville,"Bartlesville,OK",Bartlesville,Oklahoma,OK,Bruins,Blue,White,
3203,Bartlett,"Anchorage,AK",Anchorage,Alaska,AK,Golden Bears,,,
3204,Bartlett,"Bartlett,IL",Bartlett,Illinois,IL,Hawks,green,blue,
3205,Bartlett,"Bartlett,TN",Bartlett,Tennessee,TN,Panthers,blue,red,
3206,Bartlett Yancey,"Yanceyville,NC",Yanceyville,North Carolina,NC,Buccaneers,,,
3207,Barton,"Hamilton,ON",Hamilton,Ontario,ON,-,blue,green,
3208,Bartram Trail,"St. Johns,FL",St. Johns,Florida,FL,Bears,blue,silver,
3209,Bassett,"Bassett,VA",Bassett,Virginia,VA,Bengals,blue,orange,white
3210,Bassett,"La Puente,CA",La Puente,California,CA,Olympians,#f8f9fa,black,
3211,Bassfield,"Bassfield,MS",Bassfield,Mississippi,MS,Yellowjackets,black,gold,
3212,Bassick,"Bridgeport,CT",Bridgeport,Connecticut,CT,Lions,green,white,
3213,Bastrop,"Bastrop,LA",Bastrop,Louisiana,LA,Rams,blue,white,
3214,Batavia,"Batavia,IL",Batavia,Illinois,IL,Bulldogs,crimson,gold,
3215,Batavia,"Batavia,NY",Batavia,New York,NY,Blue Devils,royalblue,white,
3216,Batavia,"Batavia,OH",Batavia,Ohio,OH,Bulldogs,green,white,
3217,Batesburg-Leesville,"Batesburg,SC",Batesburg,South Carolina,SC,Panthers,purple,gold,blue
3219,Baton Rouge,"Baton Rouge,LA",Baton Rouge,Louisiana,LA,Bulldogs,,,
3220,Battiest,"Battiest,OK",Battiest,Oklahoma,OK,Panthers,blue,white,
3221,Battle Creek Central,"Battle Creek,MI",Battle Creek,Michigan,MI,Bearcats,,,
