hsid,hsname,hslocation,cityname,regionname,regionid,nickname,color1,color2,color3
2572,Westchester,"Houston,TX",Houston,Texas,TX,Wildcats,blue,orange,green
2573,Riverside,"El Paso,TX",El Paso,Texas,TX,Rangers,burntorange,navy,white
2574,Cleburne,"Cleburne,TX",Cleburne,Texas,TX,Golden Pride,black,gold,
2575,Tuscola,"Waynesville,NC",Waynesville,North Carolina,NC,Mountaineers,Black,Yellow,
2576,Lakewood,"Lakewood,NJ",Lakewood,New Jersey,NJ,Piners,blue,white,
2577,Somerset,"Somerset,PA",Somerset,Pennsylvania,PA,Golden Eagles,black,orange,
2578,Somerset Berkley Regional,"Somerset,MA",Somerset,Massachusetts,MA,Raiders,blue,white,
2579,Somerset,"Somerset,WI",Somerset,Wisconsin,WI,Spartans,red,white,black
2580,West Valley,"Yakima,WA",Yakima,Washington,WA,Rams,C4D8E2,red,white
2581,West Valley,"Spokane,WA",Spokane,Washington,WA,Eagles,orange,black,
2584,Lee,"San Antonio,TX",San Antonio,Texas,TX,Volunteers,Red,Gray,
2585,Fayetteville,"Fayetteville,AR",Fayetteville,Arkansas,AR,Bulldogs,Purple,White,
2586,Bend,"Bend,OR",Bend,Oregon,OR,Beavers,blue,gold,
2587,Middletown,"Middletown,DE",Middletown,Delaware,DE,Cavaliers,blue,brown,
2588,Lower Dauphin,"Hummelstown,PA",Hummelstown,Pennsylvania,PA,Falcons,blue,white,
2589,Central Dauphin,"Harrisburg,PA",Harrisburg,Pennsylvania,PA,Rams,Green,white,
2590,Upper Dauphin Area,"Elizabethville,PA",Elizabethville,Pennsylvania,PA,Trojans,black,orange,white
2591,Bethel,"Bethel,CT",Bethel,Connecticut,CT,Wildcats,maroon,white,
2592,Bethel,"Hampton,VA",Hampton,Virginia,VA,Bruins,Green,Yellow,
2593,Millard North,"Omaha,NE",Omaha,Nebraska,NE,Mustangs,blue,silver,
2594,Millard West,"Omaha,NE",Omaha,Nebraska,NE,Wildcats,black,green,
2595,Millard South,"Omaha,NE",Omaha,Nebraska,NE,Patriots,red,white,
2596,Fort Walton Beach,"Fort Walton Beach,FL",Fort Walton Beach,Florida,FL,Vikings,Red,White,
2597,Gibbs,"St. Petersburg,FL",St. Petersburg,Florida,FL,Gladiators,Blue,Gold,
2598,Gibbs,"Corryton,TN",Corryton,Tennessee,TN,Eagles,blue,white,
2599,Asheville,"Asheville,NC",Asheville,North Carolina,NC,Cougars,Red,White,
2600,Brandeis,"New York,NY",New York,New York,NY,Bulldogs,blue,orange,
2601,Christopher Columbus,"Bronx,NY",Bronx,New York,NY,Blue Steel,silver,blue,
2602,Columbus,"Columbus,MS",Columbus,Mississippi,MS,Falcons,purple,gold,
2604,Steubenville,"Steubenville,OH",Steubenville,Ohio,OH,Man o'War,DC143C,Black,
2605,Von Steuben,"Chicago,IL",Chicago,Illinois,IL,Panthers,Black,Red,
2606,Red Mountain,"Mesa,AZ",Mesa,Arizona,AZ,Lions,Cardinal,Black,
2607,Stockbridge,"Stockbridge,GA",Stockbridge,Georgia,GA,Tigers,Orange,Green,White
2608,Natrona County,"Casper,WY",Casper,Wyoming,WY,Mustangs,black,orange,white
2609,North Stafford,"Stafford,VA",Stafford,Virginia,VA,Wolverines,Navy Blue,Columbia Blu,Orange
2610,Stafford,"Fredericksburg,VA",Fredericksburg,Virginia,VA,Indians,royalblue,gold,
2611,Odem,"Odem,TX",Odem,Texas,TX,Owls,Blue,White,
2613,Stadium,"Tacoma,WA",Tacoma,Washington,WA,Tigers,Blue,Gold,White
2614,Camden,"San Jose,CA",San Jose,California,CA,-,-,-,
2615,Camden Christian Academy,"Camden,AR",Camden,Arkansas,AR,Fighting Cardinals,#000052,#FFF7CC,
2616,Camden Catholic,"Cherry Hill,NJ",Cherry Hill,New Jersey,NJ,Irish,green,white,
2617,Massapequa,"Massapequa,NY",Massapequa,New York,NY,Chiefs,Blue,Gold,
2618,Fort Vancouver,"Vancouver,WA",Vancouver,Washington,WA,Trappers,red,white,
2619,Wenatchee,"Wenatchee,WA",Wenatchee,Washington,WA,Panthers,purple,gold,
2620,Luling,"Luling,TX",Luling,Texas,TX,Eagles,darkgreen,white,
2621,Arvada West,"Arvada,CO",Arvada,Colorado,CO,Wildcats,purple,white,
2622,Lexington,"Lexington,SC",Lexington,South Carolina,SC,Wildcats,blue,gold,
2623,Dobson,"Mesa,AZ",Mesa,Arizona,AZ,Mustangs,silver,blue,
2625,Central Catholic,"Melbourne,FL",Melbourne,Florida,FL,Hustlers,Green,Gold,
2626,Okeechobee,"Okeechobee,FL",Okeechobee,Florida,FL,Brahmans,Purple,Gold,
2627,Shasta,"Redding,CA",Redding,California,CA,Wolves,Purple,White,
2628,Dorman,"Roebuck,SC",Roebuck,South Carolina,SC,Cavaliers,#00007C,navy,white
2629,Dougherty Comprehensive,"Albany,GA",Albany,Georgia,GA,Trojans,maroon,white,
2630,Cardinal Dougherty,"Buffalo,NY",Buffalo,New York,NY,-,-,-,
2631,C.H. Yoe,"Cameron,TX",Cameron,Texas,TX,Yoemen,maroon,white,
2632,Cameron,"Cameron,OK",Cameron,Oklahoma,OK,Yellowjackets,black,gold,
2633,Max Cameron Secondary,"Powell River,BC",Powell River,British Columbia,BC,-,-,-,
2634,Greenway,"Phoenix,AZ",Phoenix,Arizona,AZ,Demons,Green,Gold,
2635,Watsonville,"Watsonville,CA",Watsonville,California,CA,Wildcatz,black,gold,
2636,Crown Point,"Crown Point,IN",Crown Point,Indiana,IN,Bulldogs,red,gray,
2637,Chrisman,"Independence,MO",Independence,Missouri,MO,Bears,Blue,Gold,
2638,Gar-field,"Woodbridge,VA",Woodbridge,Virginia,VA,Indians,red,darkblue,
2639,Garey,"Pomona,CA",Pomona,California,CA,Vikings,blue,gold,
2640,Foothill,"Bakersfield,CA",Bakersfield,California,CA,Trojans,black,gold,
2641,Santa Teresa,"San Jose,CA",San Jose,California,CA,Saints,orange,blue,
2642,Elsinore,"Wildomar,CA",Wildomar,California,CA,Tigers,red,black,white
2643,Fort Cobb-Broxton,"Fort Cobb,OK",Fort Cobb,Oklahoma,OK,-,-,-,
2644,South Cobb,"Austell,GA",Austell,Georgia,GA,Eagles,RoyalBlue,Orange,
2645,North Cobb,"Kennesaw,GA",Kennesaw,Georgia,GA,Warriors,orange,Blue,
2646,East Ascension,"Gonzales,LA",Gonzales,Louisiana,LA,Spartans,royalblue,#EFFA06,
2647,Brockton,"Brockton,MA",Brockton,Massachusetts,MA,Boxers,red,black,
2648,East Rowan,"Salisbury,NC",Salisbury,North Carolina,NC,Mustangs,red,white,blue
2649,South Rowan,"China Grove,NC",China Grove,North Carolina,NC,Raiders,red,black,
2650,North Rowan,"Spencer,NC",Spencer,North Carolina,NC,Cavaliers,#00A000,white,gold
2651,Miami Central,"Miami,FL",Miami,Florida,FL,Rockets,green,white,
2652,Chandler,"Chandler,OK",Chandler,Oklahoma,OK,Lions,blue,red,
2653,St. Louis Park,"St. Louis Park,MN",St. Louis Park,Minnesota,MN,Orioles,Orange,White,Black
2654,Oneonta,"Oneonta,NY",Oneonta,New York,NY,Yellowjackets,gold,blue,
2655,Grass Lake,"Grass Lake,MI",Grass Lake,Michigan,MI,Warriors,blue,white,yellow
2656,Tooele,"Tooele,UT",Tooele,Utah,UT,Buffaloes,purple,white,
2657,Verbum Dei,"Los Angeles,CA",Los Angeles,California,CA,Eagles,blue,gold,
2658,Corsicana,"Corsicana,TX",Corsicana,Texas,TX,Tigers,blue,gold,
2659,Forrest,"Jacksonville,FL",Jacksonville,Florida,FL,Rebels,Gray,Maroon,
2660,Moore,"Waco,TX",Waco,Texas,TX,-,-,-,
2661,Larkin,"Elgin,IL",Elgin,Illinois,IL,Royals,royalblue,white,
2662,Bradford,"Starke,FL",Starke,Florida,FL,Tornadoes,red,white,
2663,North Marion,"Aurora,OR",Aurora,Oregon,OR,Huskies,green,white,
2665,East Marion,"Columbia,MS",Columbia,Mississippi,MS,Eagles,navy,white,red
2666,Marion,"Marion,IL",Marion,Illinois,IL,Wildcats,blue,gold,
2667,Marion,"Marion,IN",Marion,Indiana,IN,Giants,#800080,gold,
2668,Tallassee,"Tallassee,AL",Tallassee,Alabama,AL,Tigers,purple,gold,
2669,Dundee-Crown,"Carpentersville,IL",Carpentersville,Illinois,IL,Chargers,Red,Blue,
2670,Airline,"Bossier City,LA",Bossier City,Louisiana,LA,Vikings,75B2DD,navy,
2671,Trabuco Hills,"Mission Viejo,CA",Mission Viejo,California,CA,Mustangs,navy,gray,
2672,Carlsbad,"Carlsbad,CA",Carlsbad,California,CA,Lancers,purple,black,white
2673,Carlsbad,"Carlsbad,NM",Carlsbad,New Mexico,NM,Cavemen,blue,white,silver
2674,Bakersfield North,"Bakersfield,CA",Bakersfield,California,CA,Stars,red,gray,
2675,Beaver Dam,"Beaver Dam,WI",Beaver Dam,Wisconsin,WI,Golden Beavers,green,gold,
2676,Robert B. Glenn,"Kernersville,NC",Kernersville,North Carolina,NC,Bobcats,orange,royalblue,
2677,Glenns Ferry,"Glenns Ferry,ID",Glenns Ferry,Idaho,ID,River Pilots,black,orange,
2679,John Glenn,"Norwalk,CA",Norwalk,California,CA,Eagles,red,white,blue
2680,Northglenn,"Northglenn,CO",Northglenn,Colorado,CO,Norse,red,gold,
2681,Baldwin,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,Highlanders,Purple,Black,
2682,Male,"Louisville,KY",Louisville,Kentucky,KY,Bulldogs,purple,gold,
2683,Coral Springs,"Coral Springs,FL",Coral Springs,Florida,FL,Colts,blue,green,
2684,Waco,"Waco,TX",Waco,Texas,TX,Lions,Red,White,gray
2685,Courter Tech,"Cincinnati,OH",Cincinnati,Ohio,OH,-,-,-,
2686,Miller,"Corpus Christi,TX",Corpus Christi,Texas,TX,Buccaneers,Purple,gold,
2687,Towers,"Decatur,GA",Decatur,Georgia,GA,Titans,maroon,white,
2688,Snohomish,"Snohomish,WA",Snohomish,Washington,WA,Panthers,Red,White,
2689,El Monte,"El Monte,CA",El Monte,California,CA,Lions,blue,gray,white
2690,Evergreen,"Seattle,WA",Seattle,Washington,WA,Wolverines,green,white,
2691,Evergreen,"Vancouver,WA",Vancouver,Washington,WA,Plainsmen,green,gold,
2692,Evergreen Park,"Evergreen Park,IL",Evergreen Park,Illinois,IL,Mustangs,green,gray,
2693,McCaskey,"Lancaster,PA",Lancaster,Pennsylvania,PA,Tornadoes,Red,Black,
2694,Wellington,"Wellington,KS",Wellington,Kansas,KS,Crusaders,#AC0D00,#FDB300,
2695,New San Juan,"Citrus Heights,CA",Citrus Heights,California,CA,Trojans,red,white,
2696,Moses Lake,"Moses Lake,WA",Moses Lake,Washington,WA,Chiefs,maroon,gold,
2697,Florin,"Sacramento,CA",Sacramento,California,CA,Panthers,maroon,gold,black
2698,Skyview,"Billings,MT",Billings,Montana,MT,Falcons,blue,gray,
2699,Skyview,"Vancouver,WA",Vancouver,Washington,WA,Storm,Blue,Silver,White
2700,South Gate,"South Gate,CA",South Gate,California,CA,Rams,Red,Black,
2701,James Pace,"Brownsville,TX",Brownsville,Texas,TX,Vikings,green,yellow,
2702,Toms River South,"Toms River,NJ",Toms River,New Jersey,NJ,Indians,maroon,white,
2703,Mount Carmel,"Chicago,IL",Chicago,Illinois,IL,Caravan,Brown,White,
2704,Upper St. Clair,"Upper St. Clair,PA",Upper St. Clair,Pennsylvania,PA,Panthers,White,Black,Red
2705,Mount Lebanon,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,Blue Devils,Blue,Gold,
2706,Harborfields,"Greenlawn,NY",Greenlawn,New York,NY,Tornadoes,green,white,
2707,San Gorgonio,"San Bernardino,CA",San Bernardino,California,CA,Spartans,Blue,Black,Gray
2708,Pacific,"San Bernardino,CA",San Bernardino,California,CA,Pirates,#670099,#DDD3C7,
2709,Hamilton Southeastern,"Fishers,IN",Fishers,Indiana,IN,Royals,blue,white,#808080
2710,Cypress Falls,"Houston,TX",Houston,Texas,TX,Eagles,green,gold,
2711,Valley Christian,"Cerritos,CA",Cerritos,California,CA,Crusaders,maroon,gold,
2712,Livingston Central,"Smithland,KY",Smithland,Kentucky,KY,Cardinals,red,black,
2713,St. Mary's,"Williamsport,PA",Williamsport,Pennsylvania,PA,-,-,-,
2716,Carlmont,"Belmont,CA",Belmont,California,CA,Scots,Blue,White,
2717,Newton Community,"Newton,IL",Newton,Illinois,IL,Eagles,blue,orange,
2718,Granada,"Livermore,CA",Livermore,California,CA,Matadors,Black,Gold,
2719,St. Mary's Cathedral College,"Sydney,AU",Sydney,Australia,AU,-,indigo,white,
2720,Springfield North,"Springfield,OH",Springfield,Ohio,OH,Panthers,red,blue,white
2721,Lawrence Academy,"Groton,MA",Groton,Massachusetts,MA,Spartans,Red,Blue,
2722,Alton,"Alton,IL",Alton,Illinois,IL,Redbirds,red,gray,
2723,Camden Hills Regional,"Rockport,ME",Rockport,Maine,ME,Windjammers,red,white,
2724,William E. Tolman,"Pawtucket,RI",Pawtucket,Rhode Island,RI,Tigers,red,white,
2726,William Howard Taft,"San Antonio,TX",San Antonio,Texas,TX,Raiders,crimson,white,
2727,Olympic Heights,"Boca Raton,FL",Boca Raton,Florida,FL,Lions,black,gold,
2728,Campolindo,"Moraga,CA",Moraga,California,CA,Cougars,Red,Blue,
2729,Lindbergh,"St. Louis,MO",St. Louis,Missouri,MO,Flyers,Green,Gold,
2730,Cahokia,"Cahokia,IL",Cahokia,Illinois,IL,Comanches,blue,white,
2731,Dover Area,"Dover,PA",Dover,Pennsylvania,PA,Eagles,red,silver,black
2732,Calistoga,"Calistoga,CA",Calistoga,California,CA,Wildcats,green,gold,
2733,Maize,"Maize,KS",Maize,Kansas,KS,Eagles,red,white,black
2734,Hill-Murray,"Maplewood,MN",Maplewood,Minnesota,MN,Pioneers,Green,White,Black
2735,Loranger,"Loranger,LA",Loranger,Louisiana,LA,Wolves,Maroon,Black,
2736,King City Secondary,"King City,ON",King City,Ontario,ON,Lions,green,gold,
2737,St. Paul's Episcopal,"Mobile,AL",Mobile,Alabama,AL,Saints,blue,red,
2738,Dana Hills,"Dana Point,CA",Dana Point,California,CA,Dolphins,blue,silver,
2739,North Eugene,"Eugene,OR",Eugene,Oregon,OR,Highlanders,Darkred,Gold,White
2740,Wittenberg,"Wittenberg,WI",Wittenberg,Wisconsin,WI,-,-,-,
2741,Montezuma-Cortez,"Cortez,CO",Cortez,Colorado,CO,Panthers,orange,black,white
2742,Coon Rapids,"Coon Rapids,MN",Coon Rapids,Minnesota,MN,Cardinals,red,white,black
2743,Twin Lakes,"West Palm Beach,FL",West Palm Beach,Florida,FL,-,-,-,
2744,Mount Vernon,"Mount Vernon,TX",Mount Vernon,Texas,TX,Tigers,purple,white,
2745,Sir Robert Borden,"Ottawa,ON",Ottawa,Ontario,ON,Bengals,royalblue,yellow,
2746,Bethany,"Bethany,OK",Bethany,Oklahoma,OK,Bronchos,purple,white,
2747,Coldwater,"Coldwater,MS",Coldwater,Mississippi,MS,Cougars,blue,#FFD701,
2748,Coldwater,"Coldwater,OH",Coldwater,Ohio,OH,Cavaliers,orange,black,
2749,Bergen Catholic,"Oradell,NJ",Oradell,New Jersey,NJ,Crusaders,scarlet,gold,
2750,Knoxville Central,"Knoxville,TN",Knoxville,Tennessee,TN,Bobcats,Black,Red,
2751,Washington Township,"Sewell,NJ",Sewell,New Jersey,NJ,Minutemen,red,white,blue
2752,Tecumseh,"New Carlisle,OH",New Carlisle,Ohio,OH,Arrows,red,white,
2753,Red Bluff,"Red Bluff,CA",Red Bluff,California,CA,Spartans,green,gold,
2754,Beloit Memorial,"Beloit,WI",Beloit,Wisconsin,WI,Purple Knights,purple,white,
2755,Orchard Park,"Orchard Park,NY",Orchard Park,New York,NY,Quakers,maroon,white,
2756,Findlay,"Findlay,OH",Findlay,Ohio,OH,Trojans,blue,gold,
2757,Sparkman,"Harvest,AL",Harvest,Alabama,AL,Senators,black,#800000,
2758,Holliston,"Holliston,MA",Holliston,Massachusetts,MA,Panthers,red,white,
2759,Hollister,"Hollister,MO",Hollister,Missouri,MO,Tigers,blue,white,
2760,East Pennsboro Area,"Enola,PA",Enola,Pennsylvania,PA,Panthers,Orange,Black,
2761,Pillow Academy,"Greenwood,MS",Greenwood,Mississippi,MS,Mustangs,green,gold,
2762,West Genesee,"Camillus,NY",Camillus,New York,NY,Wildcats,navy,gold,
2763,Genesee,"Genesee,MI",Genesee,Michigan,MI,Wolves,green,white,
2764,J.A. Fair Systems Magnet,"Little Rock,AR",Little Rock,Arkansas,AR,War Eagles,blue,gray,
2765,Fair Park,"Shreveport,LA",Shreveport,Louisiana,LA,Indians,navy,yellow,
2766,Armijo,"Fairfield,CA",Fairfield,California,CA,Indians,purple,gold,
2767,Central,"Mobile,AL",Mobile,Alabama,AL,-,-,-,
2768,L.D. Bell,"Hurst,TX",Hurst,Texas,TX,Raiders,Blue,Silver,White
2769,Bellville,"Bellville,TX",Bellville,Texas,TX,Brahmas,red,white,
2770,Norwalk,"Norwalk,CT",Norwalk,Connecticut,CT,Bears,Green,white,
2771,Smithtown West,"Smithtown,NY",Smithtown,New York,NY,Bulls,#1B3A6C,white,
2772,Smithtown East,"Smithtown,NY",Smithtown,New York,NY,Bulls,#1B3A6C,white,
2774,Morgan Park,"Chicago,IL",Chicago,Illinois,IL,Mustangs,forestgreen,white,
2775,Walt Whitman,"Bethesda,MD",Bethesda,Maryland,MD,Vikings,Black,White,Columbia Blu
2776,Walt Whitman,"Huntington Station,NY",Huntington Station,New York,NY,Wildcats,maroon,white,
2777,Whitmer,"Toledo,OH",Toledo,Ohio,OH,Panthers,AE964A,6672AC,
2778,Whitmire Community,"Whitmire,SC",Whitmire,South Carolina,SC,Wolverines,blue,yellow,
2779,Curtis,"Staten Island,NY",Staten Island,New York,NY,Warriors,Maroon,Gray,
2780,Curtis,"University Place,WA",University Place,Washington,WA,Vikings,Blue,White,
2781,Arkadelphia,"Arkadelphia,AR",Arkadelphia,Arkansas,AR,Badgers,navy,red,
2782,Arkansas City,"Arkansas City,KS",Arkansas City,Kansas,KS,Bulldogs,purple,gold,
2783,Sandia,"Albuquerque,NM",Albuquerque,New Mexico,NM,Matadors,#FF2400,#6699FF,
2784,Dinwiddie County,"Dinwiddie,VA",Dinwiddie,Virginia,VA,Generals,red,white,blue
2786,St. Catherine's Catholic,"Racine,WI",Racine,Wisconsin,WI,Angels,black,white,
2787,French,"Beaumont,TX",Beaumont,Texas,TX,Buffaloes,-,-,
2788,Benson Tech,"Portland,OR",Portland,Oregon,OR,Techmen,orange,royalblue,
2789,Benson,"Omaha,NE",Omaha,Nebraska,NE,Bunnies,Green,White,
2790,Thomas Carr Howe,"Indianapolis,IN",Indianapolis,Indiana,IN,Hornets,brown,gold,
2791,Lee,"Springfield,VA",Springfield,Virginia,VA,Lancers,blue,gold,
2792,Robert E. Lee,"Staunton,VA",Staunton,Virginia,VA,Leemen,blue,white,
2793,Washington and Lee,"Arlington,VA",Arlington,Virginia,VA,Generals,blue,gray,
2794,T.L. Hanna,"Anderson,SC",Anderson,South Carolina,SC,Yellow Jackets,gold,black,
2795,South Florence,"Florence,SC",Florence,South Carolina,SC,Bruins,,,
2796,Saltillo,"Saltillo,MS",Saltillo,Mississippi,MS,Tigers,blue,#C5B358,
2797,Cardinal Newman,"Santa Rosa,CA",Santa Rosa,California,CA,Cardinals,cardinal,gold,
2798,Cardinal Newman Catholic,"Toronto,ON",Toronto,Ontario,ON,Knights,Red,Gold,Navy
2799,Cardinal Newman,"Columbia,SC",Columbia,South Carolina,SC,Cardinals,red,black,
2800,Manhattan Prep,"Bronx,NY",Bronx,New York,NY,-,-,-,
2801,Middletown Woodrow Wilson,"Middletown,CT",Middletown,Connecticut,CT,Rams,,,
2802,Pulaski County,"Somerset,KY",Somerset,Kentucky,KY,Marrons,,,
2803,Pulaski,"Pulaski,WI",Pulaski,Wisconsin,WI,Red Raiders,red,white,
2804,Havelock,"Havelock,NC",Havelock,North Carolina,NC,Rams,Black,White,Gold
2805,Dinuba,"Dinuba,CA",Dinuba,California,CA,Emprerors,green,white,
2806,Spring Woods,"Houston,TX",Houston,Texas,TX,Tigers,black,gold,
2807,Michael Power-St. Josephs,"Etobicoke,ON",Etobicoke,Ontario,ON,Nighthawks,maroon,gold,
2808,Powers Catholic,"Flint,MI",Flint,Michigan,MI,Chargers,blue,orange,
2809,Power Memorial Academy,"New York,NY",New York,New York,NY,-,-,-,
2810,Springbrook,"Silver Spring,MD",Silver Spring,Maryland,MD,Blue Devils,Columbia Blu,Navy,
2811,Hickory,"Hickory,NC",Hickory,North Carolina,NC,Tornadoes,Garnet,Gold,
2812,Hickory,"Chesapeake,VA",Chesapeake,Virginia,VA,Hawks,Teal,Gray,Black
2813,Chehalis,"Chehalis,WA",Chehalis,Washington,WA,Bearcats,,,
2814,North Kansas City,"Kansas City,MO",Kansas City,Missouri,MO,Hornets,Purple,Gold,
2815,Liceo Maximo Gomez,"Santo Domingo,DR",Santo Domingo,Dominican Republic,DR,-,-,-,
2816,Monsignor Farrell,"Staten Island,NY",Staten Island,New York,NY,Lions,maroon,gold,
2817,Cypress Creek,"Houston,TX",Houston,Texas,TX,Cougars,blue,silver,
2818,Cypress Fairbanks,"Cypress,TX",Cypress,Texas,TX,Bobcats,maroon,white,
2819,Houston Memorial,"Houston,TX",Houston,Texas,TX,Mustangs,,,
2821,Ben Davis,"Indianapolis,IN",Indianapolis,Indiana,IN,Giants,,,
2823,W.F. West,"Chehalis,WA",Chehalis,Washington,WA,Bearcats,Crimson,Gray,
2824,Cornwall Central,"New Windsor,NY",New Windsor,New York,NY,Dragons,Green,White,
2825,St. Mark's,"Wilmington,DE",Wilmington,Delaware,DE,Spartans,yellow,white,green
2827,Anson County,"Wadesboro,NC",Wadesboro,North Carolina,NC,Bearcats,blue,orange,
2828,Emma Sansom,"Gadsden,AL",Gadsden,Alabama,AL,Rebels,purple,gold,
2829,Branson,"Walnut Shade,MO",Walnut Shade,Missouri,MO,Pirates,,,
2830,Branson School,"Ross,CA",Ross,California,CA,Bulls,,,
2831,Clinton,"Clinton,OK",Clinton,Oklahoma,OK,Red Tornadoes,Maroon,Gold,
2832,Champagnat Catholic,"Hialeah,FL",Hialeah,Florida,FL,Lions,navy,red,white
2833,San Rafael,"San Rafael,DR",San Rafael,Dominican Republic,DR,-,-,-,
2834,Seekonk,"Seekonk,MA",Seekonk,Massachusetts,MA,Warriors,navy,columbiablue,white
2836,Southland Academy,"Americus,GA",Americus,Georgia,GA,Raiders,black,gold,white
2839,Bishop Fallon,"Buffalo,NY",Buffalo,New York,NY,-,-,-,
2840,Lampeter Strasburg,"Lampeter,PA",Lampeter,Pennsylvania,PA,Pioneers,blue,white,
2842,Carlisle,"Carlisle,PA",Carlisle,Pennsylvania,PA,Thundering Herd,Green,White,
2843,Silver Creek,"San Jose,CA",San Jose,California,CA,Raiders,,,
2844,Thurston,"Redford,MI",Redford,Michigan,MI,Eagles,blue,white,
2845,Lyndhurst,"Lyndhurst,NJ",Lyndhurst,New Jersey,NJ,Golden Bears,,,
2847,Grand Ridge,"Grand Ridge,FL",Grand Ridge,Florida,FL,Indians,,,
2848,Fort Pierce Central,"Fort Pierce,FL",Fort Pierce,Florida,FL,Cobras,purple,gold,
2849,Dumont,"Dumont,NJ",Dumont,New Jersey,NJ,Huskies,Brown,Orange,White
2850,La Salle,"Pasadena,CA",Pasadena,California,CA,Lancers,,,
2851,Chippewa Falls,"Chippewa Falls,WI",Chippewa Falls,Wisconsin,WI,Cardinals,cardinal,yellow,
2852,Chippewa Valley,"Clinton Township,MI",Clinton Township,Michigan,MI,Big Reds,red,white,black
2853,Lassen,"Susanville,CA",Susanville,California,CA,Grizzlies,,,
2854,Alief Elsik,"Alief,TX",Alief,Texas,TX,Rams,75B2DD,white,
2855,Ovid-Elsie,"Ovid,MI",Ovid,Michigan,MI,Marauders,navy,gold,
2856,Excelsior,"Norwalk,CA",Norwalk,California,CA,Pilots,,,
2857,Frankston,"Frankston,TX",Frankston,Texas,TX,Dolphins,Blue,Yellow,
2858,Sycamore,"Cincinnati,OH",Cincinnati,Ohio,OH,Aviators,Green,Gold,
2860,Walshe,"Fort MacLeod,AB",Fort MacLeod,Alberta,AB,-,-,-,
2861,Colegio Hostos,"Guaynabo,PR",Guaynabo,Puerto Rico,PR,-,-,-,
2862,Bishop Neumann,"Philadelphia,PA",Philadelphia,Pennsylvania,PA,-,-,-,
2865,Garnet Valley,"Glen Mills,PA",Glen Mills,Pennsylvania,PA,Jaguars,,,
2866,Wilkes Central,"Wilkesboro,NC",Wilkesboro,North Carolina,NC,Eagles,green,gold,
2867,Lexington Christian,"Lexington,KY",Lexington,Kentucky,KY,Eagles,blue,white,
2868,New Braunfels,"New Braunfels,TX",New Braunfels,Texas,TX,Unicorns,royalblue,white,
2869,Bernards,"Bernardsville,NJ",Bernardsville,New Jersey,NJ,Mountaineers,red,white,
2870,Lakewood Ranch,"Bradenton,FL",Bradenton,Florida,FL,Mustangs,,,
2871,Alexander,"Albany,OH",Albany,Ohio,OH,Spartans,Red,Black,
2872,Alexander,"Douglasville,GA",Douglasville,Georgia,GA,Cougars,Red,Black,White
2873,Alexander Hamilton,"Elmsford,NY",Elmsford,New York,NY,Red Raiders,red,black,white
2874,Bibb County,"Centreville,AL",Centreville,Alabama,AL,Choctaws,purple,white,
2875,Century,"Bismarck,ND",Bismarck,North Dakota,ND,Patriots,red,white,blue
2876,Century,"Century,FL",Century,Florida,FL,-,-,-,
2877,Century,"Rochester,MN",Rochester,Minnesota,MN,Panthers,Navy,Silver,
2878,Malvern,"Malvern,AR",Malvern,Arkansas,AR,Leopards,orange,black,
2879,Malvern Preparatory School,"Malvern,PA",Malvern,Pennsylvania,PA,Friars,navy,white,
2880,Bellerose Composite,"St. Albert,AB",St. Albert,Alberta,AB,Bulldogs,red,black,
2881,Burlington Township,"Burlington,NJ",Burlington,New Jersey,NJ,Falcons,oldgold,black,white
2882,East Lansing,"Lansing,MI",Lansing,Michigan,MI,Trojans,navy,white,
2883,Lakeshore,"College Park,GA",College Park,Georgia,GA,-,-,-,
2884,Cuyahoga Falls,"Cuyahoga Falls,OH",Cuyahoga Falls,Ohio,OH,Black Tigers,Black,Gold,
2885,Cuyahoga Heights,"Cuyahoga Heights,OH",Cuyahoga Heights,Ohio,OH,Redskins,Red,Gray,
2886,East Mecklenburg,"Charlotte,NC",Charlotte,North Carolina,NC,Eagles,Blue,Gold,
2887,North Mecklenburg,"Huntersville,NC",Huntersville,North Carolina,NC,Vikings,RoyalBlue,White,
2888,West Mecklenburg,"Charlotte,NC",Charlotte,North Carolina,NC,Hawks,maroon,white,
2889,Cranston East,"Cranston,RI",Cranston,Rhode Island,RI,Thunderbolts,#008000,white,
2890,Douglas,"Minden,NV",Minden,Nevada,NV,Tigers,Black,Orange,White
2891,Alleghany County,"Covington,VA",Covington,Virginia,VA,Mountaineers,Red,9BDDFF,White
2892,Sandy Springs,"Atlanta,GA",Atlanta,Georgia,GA,-,-,-,
2893,Sandy,"Sandy,OR",Sandy,Oregon,OR,Pioneers,red,gold,
2894,St. Anne's Belfield,"Charlottesville,VA",Charlottesville,Virginia,VA,Saints,Maroon,White,
2895,San Manuel,"San Manuel,AZ",San Manuel,Arizona,AZ,Miners,,,
2896,Navasota,"Navasota,TX",Navasota,Texas,TX,Rattlers,,,
2897,West Rome,"Rome,GA",Rome,Georgia,GA,-,-,-,
2898,McQuaid Jesuit,"Rochester,NY",Rochester,New York,NY,Knights,black,gold,
2899,McQueen,"Reno,NV",Reno,Nevada,NV,Lancers,,,
2900,John Marshall,"Indianapolis,IN",Indianapolis,Indiana,IN,-,-,-,
